nombre,disco,fecha_lanzamiento,duracion,genero
horns arising,black mountain,2019-01-01,60.0,blues
st. louis blues,louis prima,1991-01-01,86.0,blues
the last leaf,the cascades,1963-01-01,49.0,pop
wailing of the willow,astrud gilberto,1969-01-01,49.0,jazz
downtown tonight,tyler bryant & the shakedown,2013-01-01,77.0,blues
it's driving me wild,conway twitty,1962-01-01,166.0,country
love reunited,the desert rose band,1987-01-01,44.0,country
love in this club (feat. young jeezy),usher,2008-01-01,160.0,pop
could i have this dance,anne murray,1994-01-01,48.0,pop
theme from the last waltz,the band,2002-01-01,7.0,country
breakdown,gary clark jr.,2012-01-01,76.0,blues
bye bye blackbird,nina simone,1962-01-01,23.0,blues
dammit, i changed again,the offspring,2000-01-01,85.0,pop
i am damo suzuki,the fall,1985-01-01,82.0,blues
yummy yummy yummy,ohio express,1968-01-01,80.0,pop
belshazzar,johnny cash,1964-01-01,79.0,country
fame,irene cara,1980-01-01,184.0,pop
grow old with me,mary chapin carpenter,1989-01-01,24.0,country
lazy day,us3,1993-01-01,118.0,jazz
run to me,cross canadian ragweed,2001-01-01,34.0,country
the book of love,the magnetic fields,1999-01-01,41.0,pop
kingdom dub,jah shaka,1986-01-01,178.0,reggae
mo money mo problems,the notorious b.i.g.,1997-01-01,184.0,pop
it serves me right,john lee hooker,1973-01-01,79.0,blues
tule's blues,warren zevon,1978-01-01,76.0,country
hellzapoppin',louis armstrong,1968-01-01,58.0,jazz
my bucket's got a hole in it,louis armstrong,1989-01-01,22.0,jazz
connection,elastica,1995-01-01,39.0,pop
regrets,casey donahew,2011-01-01,103.0,country
miles out,john mclaughlin,1976-01-01,73.0,jazz
every minute, every hour,dean martin,1964-01-01,32.0,jazz
where i'm from,kiko bun,2015-01-01,190.0,reggae
so cold,breaking benjamin,2004-01-01,24.0,pop
blind dumb deaf,cocteau twins,1982-01-01,35.0,pop
ex's and oh's,atreyu,2006-01-01,90.0,pop
new kid on the block,marc reis,2015-01-01,141.0,hip hop
fear,sarah mclachlan,1993-01-01,48.0,pop
signs, high times,tedeschi trucks band,2019-01-01,106.0,blues
chevrolet,taj mahal,1967-01-01,22.0,blues
megatron,nicki minaj,2019-01-01,169.0,pop
invisible sun,aswad,1999-01-01,66.0,reggae
dancing in the street,the mamas & the papas,1966-01-01,116.0,pop
tender years,john cafferty & the beaver brown band,1983-01-01,40.0,rock
dukes of hazzard,upchurch,2018-01-01,163.0,country
merry christmas darling,carpenters,1978-01-01,41.0,rock
early sunsets over monroeville,my chemical romance,2002-01-01,109.0,pop
goodbye yesterday,jimmy cliff,2003-01-01,147.0,reggae
someday my prince will come,the dave brubeck quartet,1955-01-01,31.0,jazz
guess it’s all over,mndsgn,2016-01-01,77.0,jazz
shifting gears,johnny "hammond" smith,1996-01-01,74.0,jazz
anytime you need a friend,mariah carey,1993-01-01,58.0,pop
make love stay,dan fogelberg,1979-01-01,68.0,country
now that i'm down,son seals,1973-01-01,54.0,blues
boom!,system of a down,2002-01-01,123.0,rock
when we all get to heaven,brad paisley,2007-01-01,33.0,country
riot,three days grace,2006-01-01,66.0,pop
long lonely nights,bobby vinton,1962-01-01,62.0,pop
she is my lady,donny hathaway,1971-01-01,74.0,jazz
didn't i (blow your mind this time),aretha franklin,1972-01-01,104.0,blues
the enemy,andrew belle,2013-01-01,71.0,rock
outside,the fixx,1983-01-01,63.0,pop
sugar blues,thin lizzy,1980-01-01,55.0,blues
ambitious,wire,1987-01-01,44.0,blues
stardust,wynton marsalis,1984-01-01,40.0,jazz
i surrender, dear,les paul,1957-01-01,36.0,pop
all virgins,shaggy,1993-01-01,174.0,reggae
gonna get by,james gang,1975-01-01,162.0,country
blue moon of kentucky,elvis presley,1959-01-01,82.0,rock
true love waits,radiohead,2016-01-01,30.0,rock
ghosts of cape horn,gordon lightfoot,1988-01-01,99.0,country
your long journey,robert plant,2007-01-01,44.0,blues
dixie,lee greenwood,1992-01-01,99.0,country
prince of peace,galliano,1992-01-01,178.0,jazz
skillz,super sonic,2009-01-01,186.0,hip hop
american nightmare,misfits,1985-01-01,67.0,rock
blues stew,kenny neal,1991-01-01,44.0,blues
in a week (feat. karen cowley),hozier,2014-01-01,102.0,pop
war pigs,faith no more,1989-01-01,72.0,rock
i never go around mirrors,willie nelson,1977-01-01,7.0,country
send the pain below,chevelle,2002-01-01,32.0,rock
all i ever need is you,sonny & cher,1990-01-01,37.0,pop
white girl,shy glizzy,2014-01-01,196.0,pop
coming clean,green day,1994-01-01,30.0,pop
you and tequila (with grace potter) (live at red rocks amphitheatre),kenny chesney,2012-01-01,110.0,country
our deal,best coast,2010-01-01,38.0,rock
he's gone,the chantels,2006-01-01,36.0,blues
let me love you tonight,dean martin,1956-01-01,45.0,jazz
i'm yours,billie holiday,1997-01-01,37.0,blues
can't look away,the wood brothers,2018-01-01,128.0,blues
ditmas,mumford & sons,2015-01-01,28.0,rock
nobody praying for me,seether,2014-01-01,38.0,rock
bad penny,big black,1987-01-01,48.0,pop
don't wait (feat. john mayer),eric clapton,2014-01-01,28.0,blues
stress,godsmack,1998-01-01,63.0,rock
one (heart, one love),the ethiopians,1969-01-01,99.0,reggae
on my block,scarface,2002-01-01,185.0,pop
southern ways,lynyrd skynyrd,2009-01-01,67.0,country
wild world,yusuf / cat stevens,1970-01-01,30.0,rock
beep,the pussycat dolls,2005-01-01,167.0,pop
brickfield nights,the boys,1978-01-01,71.0,pop
don't look back,boston,1978-01-01,75.0,rock
chanting,john holt,1983-01-01,40.0,reggae
cold sweat,third world,1978-01-01,73.0,reggae
the wild one,shawn james & the shapeshifters,2013-01-01,51.0,blues
the struggle discontinues,damian marley,2017-01-01,130.0,reggae
spill the blood,slayer,1988-01-01,45.0,rock
love the way you hate me,like a storm,2015-01-01,67.0,rock
thrift shop hip hop,neanderthal youth,2004-01-01,93.0,hip hop
bang bang (my baby shot me down),nancy sinatra,1966-01-01,70.0,pop
hip hop,more,2009-01-01,82.0,hip hop
too much on my mind,the kinks,1966-01-01,30.0,rock
more,andy williams,1970-01-01,29.0,pop
take me away from here,tim mcgraw,2001-01-01,61.0,country
do nothing till you hear from me,ella fitzgerald,1957-01-01,31.0,blues
joy & pain,maze,1989-01-01,113.0,jazz
silverlake (k.s.o.f.m.),eagles of death metal,2015-01-01,136.0,blues
beat the time,edie brickell & new bohemians,1988-01-01,27.0,pop
visions (featuring chloe chaidez of kitten),dirty heads,2018-01-01,52.0,reggae
hold my hand,new found glory,2006-01-01,88.0,pop
more than this,roxy music,1982-01-01,15.0,pop
around the world,aqua,2000-01-01,117.0,pop
it was written down,toots & the maytals,2002-01-01,34.0,reggae
go all the way,raspberries,1972-01-01,29.0,pop
goodnight song,tears for fears,1993-01-01,64.0,pop
you can't lose a broken heart,louis armstrong,1994-01-01,91.0,jazz
john ed sang cowpoke,chris ledoux,1975-01-01,56.0,country
fever,junior byles,1976-01-01,59.0,reggae
the danger zone,susan tedeschi,2005-01-01,34.0,blues
polka dot tail,ween,1997-01-01,42.0,rock
sister luck,the black crowes,1990-01-01,54.0,pop
mean old world,t-bone walker,2005-01-01,27.0,blues
what the hell,ohio players,1991-01-01,52.0,jazz
don't think 'cause you're pretty,lightnin' hopkins,1965-01-01,28.0,country
strip,adam ant,1983-01-01,110.0,pop
half-breed,cher,1973-01-01,76.0,pop
just let go,the seeds,1966-01-01,95.0,blues
evil,earth, wind & fire,1973-01-01,66.0,jazz
take my hand precious lord,nina simone,1968-01-01,69.0,jazz
bedbugs and ballyhoo,echo & the bunnymen,1987-01-01,56.0,pop
dream,bishop briggs,2018-01-01,103.0,rock
stones,neil diamond,1974-01-01,27.0,pop
stiff upper lip,ac/dc,2000-01-01,29.0,rock
whoops,blues traveler,1993-01-01,178.0,blues
being sucked in again,wire,1978-01-01,66.0,pop
i can you can,luciano,2011-01-01,49.0,reggae
feeling good,steve oliver,2006-01-01,82.0,jazz
st. james infirmary blues,earl hines,1964-01-01,42.0,jazz
changes,ziggy marley,2011-01-01,133.0,reggae
get back,the beatles,1970-01-01,15.0,rock
politik,coldplay,2002-01-01,55.0,pop
my love,mary j. blige,1992-01-01,84.0,pop
take on anything,rebelution,2018-01-01,83.0,reggae
m.e.,gary numan,1979-01-01,15.0,pop
rain,walter wanderley,1966-01-01,78.0,pop
pieces,andrew belle,2013-01-01,48.0,rock
no reason to quit,merle haggard,1982-01-01,32.0,country
end of a dirt road (feat. roger creager & trent willmon),josh abbott band,2010-01-01,114.0,country
the devil game,kansas,1984-01-01,80.0,pop
lonely for me,dirty heads,2017-01-01,121.0,reggae
honor bound,earl thomas conley,1984-01-01,63.0,country
run of the mill,george harrison,1970-01-01,32.0,rock
blame it on those baby blues,aaron watson,2015-01-01,85.0,country
two of us,the beatles,1970-01-01,72.0,rock
freakish,saves the day,2001-01-01,70.0,pop
tumbling tumbleweeds,eddy arnold,1963-01-01,54.0,country
party line,the kinks,1966-01-01,63.0,rock
pride and joy,albert king,1999-01-01,73.0,blues
lush life,linda ronstadt,1984-01-01,68.0,country
cha cha cha in blue,junior wells,1957-01-01,68.0,blues
to a party,slightly stoopid,1996-01-01,42.0,reggae
scream aim fire,bullet for my valentine,2008-01-01,104.0,rock
ring out solstice bells,jethro tull,1977-01-01,74.0,blues
waiting on the world to change,john mayer,2006-01-01,90.0,pop
crua chan,sumo,1987-01-01,63.0,reggae
what's so good about goodbye,smokey robinson & the miracles,1962-01-01,65.0,pop
alien nation,scorpions,1993-01-01,78.0,rock
what kind of fool (feat. barry gibb),barbra streisand,1980-01-01,73.0,rock
soul stripper,ac/dc,1984-01-01,55.0,rock
since i don't have you,guns n' roses,1993-01-01,17.0,rock
stay beside me,ritchie valens,1959-01-01,22.0,pop
baby, we've got love,johnnie taylor,1960-01-01,56.0,blues
don't stay away,phyllis dillon,1967-01-01,42.0,reggae
gunsmoke,the outlaws,1977-01-01,83.0,country
badlands,bruce springsteen,1978-01-01,138.0,rock
on my own,dead moon,1989-01-01,28.0,blues
all my love is gone,lyle lovett,1992-01-01,48.0,country
the wurlitzer prize,kacey musgraves,2017-01-01,71.0,country
don't let the stars get in your eyes,george jones,1962-01-01,63.0,country
ashes,pepper,2004-01-01,82.0,reggae
playing the game,gentle giant,1974-01-01,53.0,jazz
wishin' and hopin',dusty springfield,1964-01-01,70.0,pop
dreamin',the cascades,1963-01-01,32.0,pop
ain't misbehavin',leon redbone,1975-01-01,44.0,jazz
bochinchosa,joe cuba sextet,1966-01-01,89.0,jazz
confident,demi lovato,2015-01-01,101.0,pop
living in the past,jordan rakei,2013-01-01,54.0,jazz
when the world is running down, you make the best of what's still around,the police,1980-01-01,59.0,rock
i'm hip,blossom dearie,1966-01-01,82.0,jazz
turn the lights down low,marty robbins,1965-01-01,34.0,country
an ugly death,jay reatard,2008-01-01,16.0,blues
where ya at,future,2015-01-01,188.0,pop
love's taken over,chanté moore,1992-01-01,86.0,pop
in for the kill,blackfoot,1984-01-01,80.0,country
she belongs to me,leon russell,1971-01-01,60.0,country
after all the things i've done,hank thompson,1958-01-01,31.0,country
panic room,au/ra,2018-01-01,135.0,pop
yesterday's songs,neil diamond,1981-01-01,59.0,pop
phases and stages (theme)/walkin',willie nelson,1974-01-01,20.0,country
what a diff'rence a day made,dinah washington,1959-01-01,29.0,blues
from the edge of the deep green sea,the cure,1992-01-01,111.0,rock
i'll be mellow when i'm dead,"weird al" yankovic,1983-01-01,157.0,pop
creole,charlie hunter,2001-01-01,155.0,jazz
i can't face the music,billie holiday,1953-01-01,35.0,blues
outta mind,night beats,2013-01-01,4.0,blues
can i touch you there,leon ware,1982-01-01,96.0,jazz
razor boy,steely dan,1973-01-01,70.0,blues
i like me better,lauv,2017-01-01,92.0,pop
i'm in no condition,dolly parton,1967-01-01,35.0,country
midnight believer,b.b. king,1978-01-01,35.0,blues
global war,alborosie,2010-01-01,126.0,reggae
mad world,jordan rakei,2019-01-01,61.0,jazz
san francisco,foxygen,2013-01-01,27.0,pop
count me in,lil yachty,2018-01-01,76.0,hip hop
blessing after blessing,positive,2015-01-01,93.0,reggae
whispers of the north,gordon lightfoot,1983-01-01,92.0,country
jah guide,peter tosh,1977-01-01,103.0,reggae
quite a long, long time,the statler brothers,1966-01-01,54.0,country
superposition,daniel caesar,2019-01-01,63.0,pop
how many times?,insane clown posse,1997-01-01,181.0,rock
whip it (feat. philippe wynne),the treacherous three,2017-01-01,99.0,hip hop
the dope,creation rebel,1981-01-01,154.0,reggae
wisconsin death trip,static-x,1999-01-01,75.0,rock
alive,korn,2003-01-01,121.0,rock
back of love,echo & the bunnymen,1983-01-01,68.0,pop
workin' hard, playin' hard,ted nugent,1977-01-01,60.0,blues
statement,ini kamoze,1984-01-01,129.0,reggae
pull up hop out bang,fumez the engineer,2016-01-01,118.0,hip hop
high cost of living,jamey johnson,2008-01-01,135.0,country
danny boy,daniel o'donnell,1988-01-01,39.0,country
overkill,metallica,1998-01-01,25.0,rock
spain (i can recall),al jarreau,1980-01-01,163.0,jazz
can't stop the world,the go-go's,1981-01-01,80.0,pop
cry tough,poison,1986-01-01,92.0,rock
earnings,rahn harper,2016-01-01,185.0,hip hop
fall for you again,gregory isaacs,1989-01-01,58.0,reggae
get yourself another fool,sam cooke,1963-01-01,29.0,pop
if tomorrow never comes,swiss,2013-01-01,70.0,reggae
hold tight,change,1981-01-01,102.0,jazz
child of mine,carole king,1970-01-01,54.0,pop
before she does,eric church,2006-01-01,85.0,country
hip hop rek,sister fa,2009-01-01,52.0,hip hop
look through my eyes,phil collins,2003-01-01,97.0,rock
this time (i'm gonna try it my way),dj shadow,2006-01-01,55.0,jazz
westway,sticky fingers,2016-01-01,83.0,reggae
como el sol,dread mar i,2006-01-01,67.0,reggae
elevator,the black keys,2006-01-01,34.0,blues
pumping on your stereo,supergrass,1999-01-01,119.0,rock
more human than human,white zombie,1995-01-01,74.0,rock
in your eyes,kylie minogue,2001-01-01,26.0,pop
redeemer,sola rosa,2005-01-01,75.0,jazz
please mr. please,olivia newton-john,1995-01-01,69.0,pop
rock of ages,johnny cash,1975-01-01,41.0,country
secret love,johnny mathis,1959-01-01,51.0,pop
decks dark,radiohead,2016-01-01,62.0,rock
fallout,devin townsend project,2014-01-01,46.0,jazz
window shopper,50 cent,2005-01-01,189.0,pop
davenport blues,ry cooder,1978-01-01,93.0,blues
look to the rainbow,astrud gilberto,1965-01-01,73.0,jazz
ain't waitin',justin townes earle,2010-01-01,56.0,blues
young, beautiful etc.,second date,2011-01-01,65.0,jazz
loverboy,billy ocean,1984-01-01,90.0,pop
let them burn,hours eastly,2009-01-01,86.0,reggae
my name is lazarus,greater vision,1999-01-01,75.0,country
we've saved the best for last,kenny g,1986-01-01,58.0,jazz
friday on my mind,gary moore,1987-01-01,86.0,blues
pussy liquor,rob zombie,2003-01-01,130.0,rock
i forgot to,kongos,2019-01-01,84.0,blues
muskrat,the everly brothers,1961-01-01,52.0,pop
reality,john holt,1983-01-01,38.0,reggae
you turn the screws,cake,1998-01-01,84.0,rock
the long black veil,bobby bare,1966-01-01,58.0,country
wee small hours,astrud gilberto,1969-01-01,26.0,jazz
time to say goodbye,b.b. king,1958-01-01,38.0,blues
locked down,dr. john,2012-01-01,67.0,blues
you can't win,iron butterfly,1968-01-01,21.0,blues
how the gods kill,danzig,1992-01-01,37.0,rock
i better be good,alice cooper,1982-01-01,133.0,blues
eddie my love,the chordettes,1957-01-01,26.0,pop
find your way back,jefferson starship,1981-01-01,47.0,country
brand new girlfriend,steve holy,2006-01-01,97.0,country
survivor,robert cray,2003-01-01,68.0,blues
soul eyes,kandace springs,2016-01-01,20.0,jazz
the devil went down to georgia,zac brown band,2009-01-01,126.0,country
part time lover, full time fool,peggy scott-adams,2008-01-01,72.0,blues
they never pay me,gina sicilia,2017-01-01,193.0,blues
death trip,the stooges,1973-01-01,66.0,blues
already gold,iration,2018-01-01,128.0,reggae
biko,peter gabriel,1980-01-01,116.0,pop
i gotsta get paid,zz top,2012-01-01,78.0,blues
elk.blood.heart,all them witches,2012-01-01,24.0,blues
lake of fire,nocturnus,1990-01-01,33.0,jazz
the staircase (mystery),siouxsie and the banshees,1978-01-01,40.0,pop
fear inoculum,tool,2019-01-01,36.0,rock
soul miner,tommy guerrero,1997-01-01,133.0,jazz
medicine man,pantera,1990-01-01,61.0,rock
halfway gone,lifehouse,2010-01-01,98.0,pop
11 blocks,wrabel,2016-01-01,51.0,pop
i'm through with love,chuck berry,1987-01-01,32.0,blues
g.h.e.t.t.o.u.t.,changing faces,1997-01-01,106.0,pop
love changes,kashif,1998-01-01,135.0,jazz
not good enough for truth in cliche',escape the fate,2006-01-01,112.0,pop
from gagarin's point of view,esbjörn svensson trio,1999-01-01,153.0,jazz
head above the water,james gang,1974-01-01,22.0,country
take me home jesus,link wray,1971-01-01,120.0,blues
this is it,scotty mccreery,2018-01-01,72.0,country
my girl,otis redding,1965-01-01,49.0,blues
protect and survive,jethro tull,1980-01-01,66.0,blues
some things never change,tim mcgraw,1999-01-01,44.0,country
arrow,half•alive,2019-01-01,36.0,rock
casual affair,panic! at the disco,2013-01-01,24.0,pop
promises,carla thomas,1961-01-01,32.0,blues
6 god,drake,2015-01-01,153.0,pop
fly on the windscreen,depeche mode,1986-01-01,76.0,rock
back (with jake owen),colt ford,2012-01-01,79.0,country
try me one more time,arlo guthrie,1968-01-01,16.0,country
the outsiders,needtobreathe,2009-01-01,70.0,rock
the bitter suite vi: abandon,the dear hunter,2015-01-01,44.0,jazz
so sad (to watch good love go bad),the everly brothers,1960-01-01,36.0,pop
seasons of my heart,george jones,1955-01-01,59.0,country
san franciscan nights,gábor szabó,1967-01-01,33.0,jazz
thanks to you,johnny cash,1981-01-01,43.0,country
one for the money,escape the fate,2013-01-01,95.0,pop
california,hollywood undead,2008-01-01,179.0,rock
every lie,my darkest days,2010-01-01,81.0,rock
what am i doing here?,the moody blues,1968-01-01,68.0,pop
new phone, who's this,chris lane,2018-01-01,104.0,country
mama's broken heart,miranda lambert,2011-01-01,118.0,country
as time goes by,billie holiday,1997-01-01,53.0,blues
true gravity,the allman brothers band,1990-01-01,4.0,blues
jamboree (feat. zhané),naughty by nature,1999-01-01,198.0,pop
why do you keep me waiting,bread,1970-01-01,32.0,pop
he don't love you [like i love you],tony orlando & dawn,1975-01-01,56.0,pop
surrender (feat. boney james),jonathan butler,2002-01-01,54.0,jazz
tesselation,mild high club,2016-01-01,38.0,rock
thrill of it,robert randolph & the family band,2006-01-01,99.0,blues
i can't keep away from you,loretta lynn,1967-01-01,31.0,country
simple song,don williams,1980-01-01,33.0,country
fallen leaves,billy talent,2006-01-01,125.0,pop
god rest ye merry, gentlemen,nat king cole,1962-01-01,50.0,jazz
all we know,paramore,2005-01-01,45.0,pop
greenwich village folk song salesman,nancy sinatra,1968-01-01,87.0,pop
shell shocked (feat. kill the noise & madsonik),juicy j,2014-01-01,97.0,pop
you're the best thing that ever happened to me,dean martin,1973-01-01,35.0,jazz
chinese rock,ramones,1988-01-01,43.0,rock
wide right turns,dispatch,1999-01-01,49.0,reggae
touch your woman,dolly parton,1972-01-01,80.0,country
big ten inch record,aerosmith,1975-01-01,77.0,rock
the only way (hymn),emerson, lake & palmer,1971-01-01,44.0,jazz
sara,frankie paul,1996-01-01,35.0,reggae
pressure,muse,2018-01-01,32.0,rock
shy guy,diana king,1995-01-01,155.0,reggae
small paradise,john mellencamp,1979-01-01,58.0,pop
woman to woman,shirley brown,1974-01-01,86.0,blues
beautiful child,fleetwood mac,1979-01-01,74.0,rock
you move me,cassandra wilson,1997-01-01,24.0,jazz
red death at 6:14,the white stripes,2012-01-01,33.0,blues
sleeping by her side,john mayall,1969-01-01,42.0,blues
gotta get into something,gary clark jr.,2019-01-01,74.0,blues
party people,florida georgia line,2012-01-01,111.0,country
hip- hop (out in the dark),dj drama,2008-01-01,3.0,hip hop
brenda lee,chuck berry,1964-01-01,43.0,blues
crying in the rain 87,whitesnake,1987-01-01,68.0,blues
light years,the national,2019-01-01,41.0,rock
get in my car,50 cent,2005-01-01,184.0,pop
the light,jordan rakei,2016-01-01,86.0,jazz
all the diamonds in the world,bruce cockburn,1974-01-01,44.0,country
come out and play,the offspring,1994-01-01,94.0,pop
high on the hog,tommy castro,1997-01-01,61.0,blues
phesto,hieroglyphics,1998-01-01,127.0,jazz
heart,rockpile,1980-01-01,44.0,pop
ain't talkin' 'bout love,van halen,1978-01-01,85.0,rock
time to kill,u.k.,1978-01-01,59.0,jazz
between us,steve cole,2000-01-01,160.0,jazz
hands on you,florida georgia line,2013-01-01,89.0,country
igziabeher (let jah be praised),peter tosh,1976-01-01,95.0,reggae
the mother,xavier rudd,2005-01-01,36.0,reggae
i believe in you,bob dylan,1979-01-01,64.0,pop
engineers,gary numan,1979-01-01,21.0,pop
no good, mr holden,graveyard,2011-01-01,115.0,blues
love and affection,pressure,2007-01-01,91.0,reggae
non-addictive marijuana,supersuckers,1997-01-01,49.0,blues
glad to be unhappy,ella fitzgerald,2018-01-01,78.0,blues
jukebox junkie,ken mellons,1990-01-01,104.0,country
breadfan,metallica,1998-01-01,87.0,rock
way away,yellowcard,2003-01-01,77.0,pop
pumped up kicks,foster the people,2011-01-01,139.0,pop
check it out,pete rock & c.l. smooth,1994-01-01,172.0,jazz
butterfly effect,travis scott,2018-01-01,183.0,pop
equal rights,capleton,1994-01-01,122.0,reggae
million bucks,smallpools,2017-01-01,45.0,pop
have you ever loved a woman?,derek & the dominos,1970-01-01,36.0,country
obstacles,matisyahu,2014-01-01,119.0,reggae
wash away those years,creed,1999-01-01,96.0,rock
i'll supply the love,toto,1978-01-01,63.0,rock
eddie vedder,local h,1996-01-01,97.0,rock
sittin' here thinkin,john lee hooker,1971-01-01,65.0,blues
i still miss someone,emmylou harris,1988-01-01,27.0,country
one by one,the black seeds,2006-01-01,55.0,jazz
with a gun,steely dan,1974-01-01,51.0,blues
singing the blues,randy travis,1989-01-01,70.0,country
yellow submarine,the beatles,1966-01-01,31.0,rock
longfellow serenade,neil diamond,1974-01-01,92.0,pop
black star,radiohead,1995-01-01,59.0,rock
spirit slips away,thin lizzy,1975-01-01,32.0,blues
the usual,john hiatt,1985-01-01,80.0,blues
soon,sarah vaughan,1955-01-01,20.0,jazz
elders,the offspring,1989-01-01,59.0,pop
back around,cross canadian ragweed,2001-01-01,86.0,country
hey hey hey,michael franti & spearhead,2010-01-01,161.0,reggae
king of anything,sara bareilles,2010-01-01,28.0,pop
try jah love,third world,1993-01-01,127.0,reggae
the metal,tenacious d,2006-01-01,28.0,rock
ave maria,bing crosby,1962-01-01,46.0,jazz
holding on for life,broken bells,2014-01-01,71.0,rock
you'll never walk alone,tammy wynette,1964-01-01,24.0,country
tonight, tonight, tonight,genesis,1986-01-01,137.0,rock
tomorrow (we will meet once more),nina simone,1959-01-01,45.0,blues
run daddy run,miranda lambert,2012-01-01,64.0,country
pamela,toto,1988-01-01,63.0,rock
wither, i'm a flower,whiskeytown,1997-01-01,25.0,country
yah-mo be there,james ingram,2008-01-01,47.0,rock
'68 aka only time,lemon jelly,2005-01-01,14.0,jazz
bad seamstress blues / fallin' apart at the seams,cinderella,1988-01-01,86.0,rock
when you were sixteen,the ink spots,1978-01-01,32.0,jazz
changes,shenandoah,1989-01-01,36.0,country
song sung blue,neil diamond,1973-01-01,70.0,pop
good to be me (feat. kid rock),uncle kracker,2009-01-01,121.0,pop
sing me back home,merle haggard,1969-01-01,56.0,country
mary please,the brian jonestown massacre,1996-01-01,29.0,blues
sweet and easy to love,roy orbison,1961-01-01,38.0,pop
give a damn,hank williams, jr.,1981-01-01,69.0,country
the old rugged cross,alan jackson,2006-01-01,47.0,country
but not for me,red garland,1957-01-01,46.0,jazz
i'll be loving you (forever),new kids on the block,1988-01-01,71.0,pop
five more hours,deorro,2015-01-01,109.0,pop
this year's kisses,nina simone,1966-01-01,19.0,blues
stay frosty royal milk tea,fall out boy,2018-01-01,40.0,rock
release me (the fear),cas haley,2010-01-01,55.0,reggae
just a matter of time,randy rogers band,2006-01-01,40.0,country
unintended,muse,1999-01-01,11.0,rock
signed, sealed and delivered,hank thompson,1958-01-01,34.0,country
(can't get my) head around you,the offspring,2003-01-01,59.0,pop
apologize,grandson,2019-01-01,41.0,rock
lightning strikes,aerosmith,1982-01-01,123.0,rock
lay all your love on me,information society,1988-01-01,41.0,pop
all or nothing,cher,1998-01-01,78.0,pop
screaming target,big youth,1972-01-01,28.0,reggae
